country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Austria,AT,2020-01,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-01,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-02,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-03,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-04,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-05,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-06,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-07,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,AY.4.2,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.1.7,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.1.7+E484K,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.351,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.427/B.1.429,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.525,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.616,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.617.1,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.617.2,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.620,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,B.1.621,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,BA.1,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,BA.2,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,BA.2.75,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,BA.2+L452X,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,BA.4,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,BA.5,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,BQ.1,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,C.37,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,Other,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,P.1,0,0.0,
Austria,AT,2020-08,GISAID,0.0,0,,Yes,P.3,0,0.0,
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,AY.4.2,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.1.7,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.1.7+E484K,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.351,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.427/B.1.429,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.525,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.616,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.617.1,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.617.2,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.620,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,B.1.621,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,BA.1,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,BA.2,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,BA.2.75,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,BA.2+L452X,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,BA.4,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,BA.5,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,BQ.1,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,C.37,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,Other,8,8.0,100.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,P.1,0,8.0,0.0
Austria,AT,2020-09,GISAID,12.0,8,66.7,Yes,P.3,0,8.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,AY.4.2,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.1.7,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.1.7+E484K,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.351,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.427/B.1.429,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.525,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.616,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.617.1,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.617.2,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.620,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,B.1.621,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,BA.1,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,BA.2,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,BA.2.75,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,BA.2+L452X,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,BA.4,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,BA.5,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,BQ.1,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,C.37,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,Other,58,58.0,100.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,P.1,0,58.0,0.0
Austria,AT,2020-10,GISAID,115.0,58,50.4,Yes,P.3,0,58.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,AY.4.2,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.1.7,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.1.7+E484K,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.351,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.427/B.1.429,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.525,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.616,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.617.1,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.617.2,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.620,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,B.1.621,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,BA.1,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,BA.2,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,BA.2.75,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,BA.2+L452X,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,BA.4,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,BA.5,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,BQ.1,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,C.37,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,Other,119,119.0,100.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,P.1,0,119.0,0.0
Austria,AT,2020-11,GISAID,874.0,119,13.6,Yes,P.3,0,119.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,AY.4.2,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.1.7,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.1.7+E484K,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.351,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.427/B.1.429,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.525,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.616,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.617.1,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.617.2,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.620,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,B.1.621,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,BA.1,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,BA.2,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,BA.2.75,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,BA.2+L452X,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,BA.4,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,BA.5,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,BQ.1,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,C.37,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,Other,136,136.0,100.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,P.1,0,136.0,0.0
Austria,AT,2020-12,GISAID,3046.0,136,4.5,Yes,P.3,0,136.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,AY.4.2,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.1.7,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.1.7+E484K,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.351,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.427/B.1.429,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.525,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.616,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.617.1,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.617.2,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.620,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,B.1.621,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,BA.1,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,BA.2,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,BA.2.75,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,BA.2+L452X,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,BA.4,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,BA.5,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,BQ.1,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,C.37,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,Other,161,161.0,100.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,P.1,0,161.0,0.0
Austria,AT,2020-13,GISAID,5099.0,161,3.2,Yes,P.3,0,161.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,AY.4.2,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.1.7,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.1.7+E484K,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.351,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.427/B.1.429,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.525,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.616,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.617.1,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.617.2,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.620,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,B.1.621,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,BA.1,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,BA.2,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,BA.2.75,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,BA.2+L452X,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,BA.4,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,BA.5,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,BQ.1,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,C.37,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,Other,109,109.0,100.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,P.1,0,109.0,0.0
Austria,AT,2020-14,GISAID,3114.0,109,3.5,Yes,P.3,0,109.0,0.0
Austria,AT,2020-15,GISAID,1838.0,56,3.0,Yes,AY.4.2,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838.0,56,3.0,Yes,B.1.1.7,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838.0,56,3.0,Yes,B.1.1.7+E484K,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838.0,56,3.0,Yes,B.1.351,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838.0,56,3.0,Yes,B.1.427/B.1.429,0,56.0,0.0
Austria,AT,2020-15,GISAID,1838.0,56,3.0,Yes,B.1.525,0,56.0,0.0
